Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,1819_Enrollment,1819_Free_Meal_Count,1819_Free_Meal_Percent,1819_FRPM_Count,1819_FRPM_Percent
2018-2019,Los Angeles,Los Angeles Unified,Fifty-Second Street Elementary,Elementary Schools (Public),Traditional,K,5,771,706,0.9159999999999999,719,0.9329999999999999
2018-2019,Los Angeles,Los Angeles Unified,Figueroa Street Elementary,Elementary Schools (Public),Traditional,K,5,487,452,0.9279999999999999,461,0.9470000000000001
2018-2019,Los Angeles,Los Angeles Unified,Hillery T. Broadous Elementary,Elementary Schools (Public),Traditional,K,5,488,432,0.885,448,0.9179999999999999
2018-2019,Los Angeles,Los Angeles Unified,First Street Elementary,Elementary Schools (Public),Traditional,K,6,523,465,0.889,487,0.9309999999999999
2018-2019,Los Angeles,Los Angeles Unified,Fletcher Drive Elementary,Elementary Schools (Public),Traditional,K,6,243,221,0.909,231,0.951
2018-2019,Los Angeles,Los Angeles Unified,Florence Avenue Elementary,Elementary Schools (Public),Traditional,K,6,709,630,0.889,660,0.9309999999999999
2018-2019,Los Angeles,Los Angeles Unified,Ford Boulevard Elementary,Elementary Schools (Public),Traditional,K,6,1011,877,0.867,920,0.91
2018-2019,Los Angeles,Los Angeles Unified,Forty-Ninth Street Elementary,Elementary Schools (Public),Traditional,K,5,709,662,0.934,680,0.9590000000000001
2018-2019,Los Angeles,Los Angeles Unified,Forty-Second Street Elementary,Elementary Schools (Public),Traditional,K,5,201,181,0.9,184,0.915
2018-2019,Los Angeles,Los Angeles Unified,Fourth Street Elementary,Elementary Schools (Public),Traditional,K,5,475,411,0.865,434,0.914
2018-2019,Los Angeles,Los Angeles Unified,Franklin Avenue Elementary,Elementary Schools (Public),Traditional,K,6,511,133,0.26,160,0.313
2018-2019,Los Angeles,Los Angeles Unified,Fries Avenue Elementary,Elementary Schools (Public),Traditional,K,5,487,424,0.871,453,0.93
2018-2019,Los Angeles,Los Angeles Unified,Fullbright Avenue Elementary,Elementary Schools (Public),Traditional,K,5,458,362,0.79,390,0.852
2018-2019,Los Angeles,Los Angeles Unified,Garden Grove Elementary,Elementary Schools (Public),Traditional,K,5,388,323,0.8320000000000001,343,0.884
2018-2019,Los Angeles,Los Angeles Unified,Gardena Elementary,Elementary Schools (Public),Traditional,K,5,545,453,0.831,487,0.894
2018-2019,Los Angeles,Los Angeles Unified,Gardner Street Elementary,Elementary Schools (Public),Traditional,K,6,408,189,0.46299999999999997,215,0.527
2018-2019,Los Angeles,Los Angeles Unified,Garvanza Elementary,Elementary Schools (Public),Traditional,K,6,315,251,0.797,264,0.838
2018-2019,Los Angeles,Los Angeles Unified,Gates Street Elementary,Elementary Schools (Public),Traditional,K,5,633,536,0.847,555,0.877
2018-2019,Los Angeles,Los Angeles Unified,Gault Street Elementary,Elementary Schools (Public),Traditional,K,5,304,240,0.789,254,0.836
2018-2019,Los Angeles,Los Angeles Unified,Germain Academy For Academic Achievement,Elementary Schools (Public),Traditional,K,5,551,287,0.521,344,0.624
2018-2019,Los Angeles,Los Angeles Unified,Glassell Park Elementary,Elementary Schools (Public),Traditional,K,6,338,292,0.8640000000000001,303,0.8959999999999999
2018-2019,Los Angeles,Los Angeles Unified,Gledhill Street Elementary,Elementary Schools (Public),Traditional,K,5,436,284,0.6509999999999999,346,0.794
2018-2019,Los Angeles,Los Angeles Unified,Glen Alta Elementary,Elementary Schools (Public),Traditional,K,8,168,149,0.887,155,0.9229999999999999
2018-2019,Los Angeles,Los Angeles Unified,Glenfeliz Boulevard Elementary,Elementary Schools (Public),Traditional,K,6,298,172,0.5770000000000001,199,0.6679999999999999
2018-2019,Los Angeles,Los Angeles Unified,Glenwood Elementary,Elementary Schools (Public),Traditional,K,5,307,248,0.8079999999999999,270,0.879
2018-2019,Los Angeles,Los Angeles Unified,Graham Elementary,Elementary Schools (Public),Traditional,K,6,747,679,0.909,698,0.934
2018-2019,Los Angeles,Los Angeles Unified,Granada Elementary,Elementary Schools (Public),Traditional,K,5,401,206,0.514,253,0.631
2018-2019,Los Angeles,Los Angeles Unified,Grand View Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,729,361,0.495,408,0.56
2018-2019,Los Angeles,Los Angeles Unified,Grant Elementary,Elementary Schools (Public),Traditional,K,6,476,427,0.897,444,0.9329999999999999
2018-2019,Los Angeles,Los Angeles Unified,Grape Street Elementary,Elementary Schools (Public),Traditional,K,5,517,496,0.9590000000000001,502,0.971
2018-2019,Los Angeles,Los Angeles Unified,Gridley Street Elementary,Elementary Schools (Public),Traditional,K,5,538,404,0.7509999999999999,441,0.82
2018-2019,Los Angeles,Los Angeles Unified,Griffin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,426,362,0.85,385,0.904
2018-2019,Los Angeles,Los Angeles Unified,Gulf Avenue Elementary,Elementary Schools (Public),Traditional,K,5,783,653,0.8340000000000001,676,0.863
2018-2019,Los Angeles,Los Angeles Unified,Haddon Avenue Elementary,Elementary Schools (Public),Traditional,K,5,781,646,0.8270000000000001,677,0.867
2018-2019,Los Angeles,Los Angeles Unified,Halldale Elementary,Elementary Schools (Public),Traditional,K,5,521,420,0.8059999999999999,456,0.875
2018-2019,Los Angeles,Los Angeles Unified,Hamlin Charter Academy,Elementary Schools (Public),Traditional,K,5,327,124,0.379,155,0.474
2018-2019,Los Angeles,Los Angeles Unified,William R. Anton Elementary,Elementary Schools (Public),Traditional,K,6,661,590,0.893,610,0.9229999999999999
2018-2019,Los Angeles,Los Angeles Unified,Hancock Park Elementary,Elementary Schools (Public),Traditional,K,5,712,201,0.282,228,0.32
2018-2019,Los Angeles,Los Angeles Unified,Harbor City Elementary,Elementary Schools (Public),Traditional,K,5,554,457,0.825,484,0.8740000000000001
2018-2019,Los Angeles,Los Angeles Unified,Harding Street Elementary,Elementary Schools (Public),Traditional,K,5,404,256,0.634,321,0.795
2018-2019,Los Angeles,Los Angeles Unified,Harrison Street Elementary,Elementary Schools (Public),Traditional,K,6,407,368,0.904,378,0.929
2018-2019,Los Angeles,Los Angeles Unified,Hart Street Elementary,Elementary Schools (Public),Traditional,K,5,732,643,0.878,656,0.8959999999999999
2018-2019,Los Angeles,Los Angeles Unified,Haskell Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,Elementary Schools (Public),Traditional,K,5,588,329,0.56,410,0.6970000000000001
2018-2019,Los Angeles,Los Angeles Unified,Hawaiian Avenue Elementary,Elementary Schools (Public),Traditional,K,5,618,544,0.88,565,0.914
2018-2019,Los Angeles,Los Angeles Unified,Haynes Charter For Enriched Studies,Elementary Schools (Public),Traditional,K,5,405,81,0.2,91,0.225
2018-2019,Los Angeles,Los Angeles Unified,Hazeltine Avenue Elementary,Elementary Schools (Public),Traditional,K,5,753,649,0.862,674,0.895
2018-2019,Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary,Elementary Schools (Public),Traditional,K,5,627,538,0.858,569,0.907
2018-2019,Los Angeles,Los Angeles Unified,Herrick Avenue Elementary,Elementary Schools (Public),Traditional,K,5,491,362,0.737,400,0.815
2018-2019,Los Angeles,Los Angeles Unified,Hillcrest Drive Elementary,Elementary Schools (Public),Traditional,K,5,607,550,0.9059999999999999,554,0.9129999999999999
2018-2019,Los Angeles,Los Angeles Unified,Hillside Elementary,Elementary Schools (Public),Traditional,K,5,124,111,0.895,113,0.9109999999999999
2018-2019,Los Angeles,Los Angeles Unified,Hobart Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,632,561,0.888,580,0.9179999999999999
2018-2019,Los Angeles,Los Angeles Unified,Holmes Avenue Elementary,Elementary Schools (Public),Traditional,K,6,222,213,0.9590000000000001,215,0.968
2018-2019,Los Angeles,Los Angeles Unified,Hooper Avenue Elementary,Elementary Schools (Public),Traditional,1,5,949,885,0.9329999999999999,910,0.9590000000000001
2018-2019,Los Angeles,Los Angeles Unified,Hoover Street Elementary,Elementary Schools (Public),Traditional,K,5,744,687,0.9229999999999999,697,0.937
2018-2019,Los Angeles,Los Angeles Unified,Hubbard Street Elementary,Elementary Schools (Public),Traditional,K,5,578,416,0.72,490,0.848
2018-2019,Los Angeles,Los Angeles Unified,Humphreys Avenue Elementary,Elementary Schools (Public),Traditional,K,5,612,551,0.9,572,0.935
2018-2019,Los Angeles,Los Angeles Unified,Huntington Drive Elementary,Elementary Schools (Public),Traditional,K,6,311,265,0.852,271,0.871
2018-2019,Los Angeles,Los Angeles Unified,YES Academy,Elementary Schools (Public),Traditional,K,5,527,497,0.943,505,0.958
2018-2019,Los Angeles,Los Angeles Unified,Ivanhoe Elementary,Elementary Schools (Public),Traditional,K,5,465,48,0.10300000000000001,63,0.135
2018-2019,Los Angeles,Los Angeles Unified,Justice Street Academy Charter,Elementary Schools (Public),Traditional,K,5,390,119,0.305,143,0.36700000000000005
2018-2019,Los Angeles,Los Angeles Unified,Kenter Canyon Elementary Charter,Elementary Schools (Public),Traditional,K,5,557,39,0.07,42,0.075
2018-2019,Los Angeles,Los Angeles Unified,Kentwood Elementary,Elementary Schools (Public),Traditional,K,5,340,79,0.23199999999999998,100,0.294
2018-2019,Los Angeles,Los Angeles Unified,Kester Avenue Elementary,Elementary Schools (Public),Traditional,K,5,1037,432,0.41700000000000004,529,0.51
2018-2019,Los Angeles,Los Angeles Unified,Kittridge Street Elementary,Elementary Schools (Public),Traditional,K,5,817,701,0.858,730,0.894
2018-2019,Los Angeles,Los Angeles Unified,Knollwood Preparatory Academy,Elementary Schools (Public),Traditional,K,5,407,203,0.499,256,0.629
2018-2019,Los Angeles,Los Angeles Unified,La Salle Avenue Elementary,Elementary Schools (Public),Traditional,K,5,385,359,0.932,367,0.953
2018-2019,Los Angeles,Los Angeles Unified,Lanai Road Elementary,Elementary Schools (Public),Traditional,K,5,574,30,0.052000000000000005,36,0.063
2018-2019,Los Angeles,Los Angeles Unified,Langdon Avenue Elementary,Elementary Schools (Public),Traditional,K,5,645,607,0.941,618,0.958
2018-2019,Los Angeles,Los Angeles Unified,Lankershim Elementary,Elementary Schools (Public),Traditional,K,5,389,318,0.8170000000000001,334,0.8590000000000001
2018-2019,Los Angeles,Los Angeles Unified,Lassen Elementary,Elementary Schools (Public),Traditional,K,5,435,334,0.768,391,0.899
2018-2019,Los Angeles,Los Angeles Unified,Latona Avenue Elementary,Elementary Schools (Public),Traditional,K,6,164,133,0.8109999999999999,139,0.848
2018-2019,Los Angeles,Los Angeles Unified,Laurel Elementary,Elementary Schools (Public),Traditional,K,8,265,195,0.736,209,0.789
2018-2019,Los Angeles,Los Angeles Unified,Leapwood Avenue Elementary,Elementary Schools (Public),Traditional,K,5,263,169,0.643,192,0.73
2018-2019,Los Angeles,Los Angeles Unified,Leland Street Elementary,Elementary Schools (Public),Traditional,K,6,473,333,0.7040000000000001,375,0.7929999999999999
2018-2019,Los Angeles,Los Angeles Unified,Lemay Street Elementary,Elementary Schools (Public),Traditional,K,5,394,255,0.647,311,0.789
2018-2019,Los Angeles,Los Angeles Unified,Liberty Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,586,511,0.872,542,0.925
2018-2019,Los Angeles,Los Angeles Unified,Liggett Street Elementary,Elementary Schools (Public),Traditional,K,5,706,612,0.867,647,0.9159999999999999
2018-2019,Los Angeles,Los Angeles Unified,Lillian Street Elementary,Elementary Schools (Public),Traditional,K,6,491,455,0.927,476,0.9690000000000001
2018-2019,Los Angeles,Los Angeles Unified,Limerick Avenue Elementary,Elementary Schools (Public),Traditional,K,5,769,638,0.83,680,0.884
2018-2019,Los Angeles,Los Angeles Unified,Lockhurst Drive Charter Elementary,Elementary Schools (Public),Traditional,K,5,486,99,0.204,109,0.22399999999999998
2018-2019,Los Angeles,Los Angeles Unified,Lockwood Avenue Elementary,Elementary Schools (Public),Traditional,K,6,418,373,0.892,395,0.945
2018-2019,Los Angeles,Los Angeles Unified,Logan Academy of Global Ecology,Elementary Schools (Public),Traditional,K,8,384,340,0.885,352,0.917
2018-2019,Los Angeles,Los Angeles Unified,Loma Vista Elementary,Elementary Schools (Public),Traditional,K,5,738,636,0.862,678,0.919
2018-2019,Los Angeles,Los Angeles Unified,Lomita Math/Science/Technology Magnet,Alternative Schools of Choice,Alternative School of Choice,K,5,938,522,0.557,636,0.6779999999999999
2018-2019,Los Angeles,Los Angeles Unified,Lorena Street Elementary,Elementary Schools (Public),Traditional,K,5,420,371,0.883,389,0.9259999999999999
2018-2019,Los Angeles,Los Angeles Unified,Loreto Street Elementary,Elementary Schools (Public),Traditional,K,5,321,286,0.8909999999999999,296,0.922
2018-2019,Los Angeles,Los Angeles Unified,Lorne Street Elementary,Elementary Schools (Public),Traditional,K,5,528,308,0.583,373,0.706
2018-2019,Los Angeles,Los Angeles Unified,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,Elementary Schools (Public),Traditional,K,6,477,355,0.7440000000000001,398,0.8340000000000001
2018-2019,Los Angeles,Los Angeles Unified,Loyola Village Fine And Performing Arts Magnet,Elementary Schools (Public),Traditional,K,5,352,204,0.58,252,0.716
2018-2019,Los Angeles,Los Angeles Unified,Magnolia Avenue Elementary,Elementary Schools (Public),Traditional,K,6,841,772,0.9179999999999999,794,0.9440000000000001
2018-2019,Los Angeles,Los Angeles Unified,Main Street Elementary,Elementary Schools (Public),Traditional,K,5,854,808,0.946,818,0.958
2018-2019,Los Angeles,Los Angeles Unified,Malabar Street Elementary,Elementary Schools (Public),Traditional,K,6,568,510,0.898,531,0.935
2018-2019,Los Angeles,Los Angeles Unified,Manchester Avenue Elementary,Elementary Schools (Public),Traditional,1,6,763,728,0.9540000000000001,737,0.966
2018-2019,Los Angeles,Los Angeles Unified,Manhattan Place Elementary,Elementary Schools (Public),Traditional,K,5,357,320,0.8959999999999999,329,0.922
2018-2019,Los Angeles,Los Angeles Unified,Mar Vista Elementary,Elementary Schools (Public),Traditional,K,5,577,67,0.11599999999999999,72,0.125
2018-2019,Los Angeles,Los Angeles Unified,Marianna Avenue Elementary,Elementary Schools (Public),Traditional,K,6,335,284,0.848,303,0.904
2018-2019,Los Angeles,Los Angeles Unified,Marquez Charter,Elementary Schools (Public),Traditional,K,5,516,64,0.124,64,0.124
2018-2019,Los Angeles,Los Angeles Unified,Marvin Elementary,Elementary Schools (Public),Traditional,K,5,731,617,0.8440000000000001,648,0.8859999999999999
2018-2019,Los Angeles,Los Angeles Unified,Mayall Street Elementary,Elementary Schools (Public),Traditional,K,5,472,259,0.5489999999999999,306,0.648
2018-2019,Los Angeles,Los Angeles Unified,Mayberry Street Elementary,Elementary Schools (Public),Traditional,K,6,260,208,0.8,230,0.885
2018-2019,Los Angeles,Los Angeles Unified,McKinley Avenue Elementary,Elementary Schools (Public),Traditional,K,6,750,706,0.941,725,0.9670000000000001
2018-2019,Los Angeles,Los Angeles Unified,Melrose Avenue Elementary,Elementary Schools (Public),Traditional,K,6,443,179,0.40399999999999997,214,0.483
2018-2019,Los Angeles,Los Angeles Unified,Melvin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,396,330,0.833,346,0.8740000000000001
2018-2019,Los Angeles,Los Angeles Unified,Menlo Avenue Elementary,Elementary Schools (Public),Traditional,K,5,498,484,0.972,489,0.982
2018-2019,Los Angeles,Los Angeles Unified,Meyler Street Elementary,Elementary Schools (Public),Traditional,K,5,737,605,0.821,664,0.9009999999999999
2018-2019,Los Angeles,Los Angeles Unified,Micheltorena Street Elementary,Elementary Schools (Public),Traditional,K,5,388,159,0.41,192,0.495
2018-2019,Los Angeles,Los Angeles Unified,Middleton Street Elementary,Elementary Schools (Public),Traditional,K,6,919,849,0.924,878,0.955
2018-2019,Los Angeles,Los Angeles Unified,Miles Avenue Elementary,Elementary Schools (Public),Traditional,K,5,980,875,0.893,924,0.943
2018-2019,Los Angeles,Los Angeles Unified,Miramonte Elementary,Elementary Schools (Public),Traditional,K,6,711,668,0.94,683,0.961
2018-2019,Los Angeles,Los Angeles Unified,John B. Monlux Elementary,Elementary Schools (Public),Traditional,K,5,686,478,0.6970000000000001,548,0.799
2018-2019,Los Angeles,Los Angeles Unified,Montague Charter Academy,Elementary Schools (Public),Traditional,K,5,819,689,0.841,757,0.924
2018-2019,Los Angeles,Los Angeles Unified,Monte Vista Street Elementary,Elementary Schools (Public),Traditional,2,6,336,300,0.893,311,0.9259999999999999
2018-2019,Los Angeles,Los Angeles Unified,Morningside Elementary,Elementary Schools (Public),Traditional,K,5,550,428,0.778,495,0.9
2018-2019,Los Angeles,Los Angeles Unified,Mountain View Elementary,Elementary Schools (Public),Traditional,K,5,386,208,0.539,261,0.6759999999999999
2018-2019,Los Angeles,Los Angeles Unified,Mt. Washington Elementary,Elementary Schools (Public),Traditional,K,6,453,52,0.115,63,0.139
2018-2019,Los Angeles,Los Angeles Unified,Multnomah Street Elementary,Elementary Schools (Public),Traditional,K,5,429,263,0.613,293,0.6829999999999999
2018-2019,Los Angeles,Los Angeles Unified,Murchison Street Elementary,Elementary Schools (Public),Traditional,K,6,435,404,0.929,411,0.945
2018-2019,Los Angeles,Los Angeles Unified,Napa Street Elementary,Elementary Schools (Public),Traditional,K,5,478,413,0.8640000000000001,430,0.9
2018-2019,Los Angeles,Los Angeles Unified,Nestle Avenue Charter,Elementary Schools (Public),Traditional,K,5,533,295,0.5529999999999999,336,0.63
2018-2019,Los Angeles,Los Angeles Unified,Nevada Avenue Elementary,Elementary Schools (Public),Traditional,K,5,385,298,0.774,310,0.805
2018-2019,Los Angeles,Los Angeles Unified,Nevin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,616,564,0.9159999999999999,578,0.938
2018-2019,Los Angeles,Los Angeles Unified,Newcastle Elementary,Elementary Schools (Public),Traditional,K,5,352,273,0.7759999999999999,302,0.858
2018-2019,Los Angeles,Los Angeles Unified,Ninety-Fifth Street Elementary,Elementary Schools (Public),Traditional,K,5,967,912,0.943,928,0.96
2018-2019,Los Angeles,Los Angeles Unified,Ninety-Ninth Street Elementary,Elementary Schools (Public),Traditional,K,6,570,516,0.905,531,0.932
2018-2019,Los Angeles,Los Angeles Unified,Ninety-Second Street Elementary,Elementary Schools (Public),Traditional,K,6,848,794,0.9359999999999999,811,0.956
2018-2019,Los Angeles,Los Angeles Unified,Charles W. Barrett Elementary,Elementary Schools (Public),Traditional,K,5,786,711,0.905,730,0.929
2018-2019,Los Angeles,Los Angeles Unified,Ninety-Sixth Street Elementary,Elementary Schools (Public),Traditional,K,6,718,673,0.937,691,0.9620000000000001
2018-2019,Los Angeles,Los Angeles Unified,Ninety-Third Street Elementary,Elementary Schools (Public),Traditional,K,6,1045,989,0.946,1010,0.9670000000000001
2018-2019,Los Angeles,Los Angeles Unified,Noble Avenue Elementary,Elementary Schools (Public),Traditional,K,5,848,737,0.8690000000000001,766,0.903
2018-2019,Los Angeles,Los Angeles Unified,Nora Sterry Elementary,Elementary Schools (Public),Traditional,K,5,269,170,0.632,191,0.71
2018-2019,Los Angeles,Los Angeles Unified,Normandie Avenue Elementary,Elementary Schools (Public),Traditional,K,5,790,714,0.904,734,0.929
2018-2019,Los Angeles,Los Angeles Unified,Normont Elementary,Elementary Schools (Public),Traditional,K,5,317,270,0.852,274,0.8640000000000001
2018-2019,Los Angeles,Los Angeles Unified,Norwood Street Elementary,Elementary Schools (Public),Traditional,K,5,469,420,0.8959999999999999,434,0.925
2018-2019,Los Angeles,Los Angeles Unified,O'Melveny Elementary,Elementary Schools (Public),Traditional,K,5,522,394,0.755,423,0.81
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Eighteenth Street,Elementary Schools (Public),Traditional,K,5,607,558,0.919,578,0.9520000000000001
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Eighty-Sixth Street Elementary,Elementary Schools (Public),Traditional,K,5,767,555,0.7240000000000001,603,0.7859999999999999
2018-2019,Los Angeles,Los Angeles Unified,Lovelia P. Flournoy Elementary,Elementary Schools (Public),Traditional,K,5,510,497,0.975,501,0.982
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Fifty-Sixth Street Elementary,Elementary Schools (Public),Traditional,K,6,360,199,0.5529999999999999,243,0.675
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Fifty-Third Street,Elementary Schools (Public),Traditional,K,5,387,307,0.7929999999999999,320,0.8270000000000001
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Ninth Street Elementary,Elementary Schools (Public),Traditional,K,5,404,369,0.9129999999999999,384,0.95
2018-2019,Los Angeles,Los Angeles Unified,Florence Griffith Joyner Elementary,Elementary Schools (Public),Traditional,K,5,511,483,0.945,487,0.953
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Seventh Street Elementary,Elementary Schools (Public),Traditional,K,5,896,837,0.934,856,0.955
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Sixteenth Street Elementary,Elementary Schools (Public),Traditional,K,5,494,461,0.9329999999999999,476,0.9640000000000001
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Thirty-Fifth Street Elementary,Elementary Schools (Public),Traditional,K,5,756,637,0.843,671,0.888
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Twelfth Street Elementary,Elementary Schools (Public),Traditional,K,5,402,387,0.963,392,0.975
2018-2019,Los Angeles,Los Angeles Unified,One Hundred Twenty-Second Street Elementary,Elementary Schools (Public),Traditional,K,5,698,608,0.871,637,0.9129999999999999
2018-2019,Los Angeles,Los Angeles Unified,Osceola Street Elementary,Elementary Schools (Public),Traditional,K,5,361,272,0.753,286,0.792
2018-2019,Los Angeles,Los Angeles Unified,Overland Avenue Elementary,Elementary Schools (Public),Traditional,K,5,494,38,0.077,43,0.087
2018-2019,Los Angeles,Los Angeles Unified,Oxnard Street Elementary,Elementary Schools (Public),Traditional,K,5,386,320,0.8290000000000001,346,0.8959999999999999
2018-2019,Los Angeles,Los Angeles Unified,Palisades Charter Elementary,Elementary Schools (Public),Traditional,K,5,500,37,0.07400000000000001,42,0.084
2018-2019,Los Angeles,Los Angeles Unified,Pacoima Charter Elementary,Elementary Schools (Public),Traditional,K,5,1201,956,0.7959999999999999,1009,0.84
2018-2019,Los Angeles,Los Angeles Unified,Palms Elementary,Elementary Schools (Public),Traditional,K,5,311,217,0.698,244,0.785
2018-2019,Los Angeles,Los Angeles Unified,Park Avenue Elementary,Elementary Schools (Public),Traditional,K,6,450,402,0.893,414,0.92
2018-2019,Los Angeles,Los Angeles Unified,Park Western Place Elementary,Elementary Schools (Public),Traditional,K,5,698,316,0.45299999999999996,400,0.573
2018-2019,Los Angeles,Los Angeles Unified,Parmelee Avenue Elementary,Elementary Schools (Public),Traditional,K,6,849,784,0.9229999999999999,804,0.9470000000000001
2018-2019,Los Angeles,Los Angeles Unified,Parthenia Academy of Arts and Technology,Elementary Schools (Public),Traditional,K,5,566,453,0.8,475,0.8390000000000001
2018-2019,Los Angeles,Los Angeles Unified,Paseo del Rey Fundamental,Alternative Schools of Choice,Alternative School of Choice,K,5,392,211,0.5379999999999999,258,0.6579999999999999
2018-2019,Los Angeles,Los Angeles Unified,Pinewood Avenue Elementary,Elementary Schools (Public),Traditional,K,5,211,170,0.8059999999999999,176,0.8340000000000001
2018-2019,Los Angeles,Los Angeles Unified,Plainview Academic Charter Academy,Elementary Schools (Public),Traditional,K,5,297,239,0.805,267,0.899
2018-2019,Los Angeles,Los Angeles Unified,Playa del Rey Elementary,Elementary Schools (Public),Traditional,K,5,286,96,0.336,120,0.42
2018-2019,Los Angeles,Los Angeles Unified,Plummer Elementary,Elementary Schools (Public),Traditional,K,6,838,727,0.868,754,0.9
2018-2019,Los Angeles,Los Angeles Unified,Point Fermin Elementary,Elementary Schools (Public),Traditional,K,5,329,188,0.5710000000000001,220,0.669
2018-2019,Los Angeles,Los Angeles Unified,Pomelo Community Charter,Elementary Schools (Public),Traditional,K,5,607,131,0.21600000000000003,150,0.247
2018-2019,Los Angeles,Los Angeles Unified,President Avenue Elementary,Elementary Schools (Public),Traditional,K,6,416,283,0.68,330,0.7929999999999999
2018-2019,Los Angeles,Los Angeles Unified,Purche Avenue Elementary,Elementary Schools (Public),Traditional,K,5,467,366,0.784,408,0.8740000000000001
2018-2019,Los Angeles,Los Angeles Unified,Queen Anne Place Elementary,Elementary Schools (Public),Traditional,K,5,412,326,0.7909999999999999,353,0.857
2018-2019,Los Angeles,Los Angeles Unified,Ramona Elementary,Elementary Schools (Public),Traditional,K,6,500,448,0.8959999999999999,457,0.914
2018-2019,Los Angeles,Los Angeles Unified,Ranchito Avenue Elementary,Elementary Schools (Public),Traditional,K,5,513,401,0.782,438,0.8540000000000001
2018-2019,Los Angeles,Los Angeles Unified,Raymond Avenue Elementary,Elementary Schools (Public),Traditional,K,5,540,494,0.915,518,0.9590000000000001
2018-2019,Los Angeles,Los Angeles Unified,Reseda Elementary,Elementary Schools (Public),Traditional,K,5,392,314,0.8009999999999999,330,0.8420000000000001
2018-2019,Los Angeles,Los Angeles Unified,Richland Avenue Elementary,Elementary Schools (Public),Traditional,K,6,305,106,0.348,131,0.43
2018-2019,Los Angeles,Los Angeles Unified,Morris K. Hamasaki Elementary,Elementary Schools (Public),Traditional,K,6,430,371,0.863,389,0.905
2018-2019,Los Angeles,Los Angeles Unified,Rio Vista Elementary,Elementary Schools (Public),Traditional,K,5,467,173,0.37,202,0.433
2018-2019,Los Angeles,Los Angeles Unified,Ritter Elementary,Elementary Schools (Public),Traditional,K,5,374,351,0.9390000000000001,357,0.955
2018-2019,Los Angeles,Los Angeles Unified,Riverside Drive Charter,Elementary Schools (Public),Traditional,K,5,574,175,0.305,196,0.341
2018-2019,Los Angeles,Los Angeles Unified,Robert Hill Lane Elementary,Elementary Schools (Public),Traditional,K,6,381,280,0.735,326,0.856
2018-2019,Los Angeles,Los Angeles Unified,Rockdale Visual & Performing Arts Magnet,Elementary Schools (Public),Traditional,K,6,355,167,0.47,195,0.5489999999999999
2018-2019,Los Angeles,Los Angeles Unified,Roscoe Elementary,Elementary Schools (Public),Traditional,K,5,590,505,0.856,533,0.903
2018-2019,Los Angeles,Los Angeles Unified,Roscomare Road Elementary,Elementary Schools (Public),Traditional,K,5,455,23,0.051,28,0.062
2018-2019,Los Angeles,Los Angeles Unified,Rosemont Avenue Elementary,Elementary Schools (Public),Traditional,K,5,265,234,0.883,240,0.9059999999999999
2018-2019,Los Angeles,Los Angeles Unified,Rosewood Avenue Elementary,Elementary Schools (Public),Traditional,K,6,287,110,0.38299999999999995,139,0.484
2018-2019,Los Angeles,Los Angeles Unified,Rowan Avenue Elementary,Elementary Schools (Public),Traditional,K,5,780,689,0.883,719,0.922
2018-2019,Los Angeles,Los Angeles Unified,Russell Elementary,Elementary Schools (Public),Traditional,K,6,883,795,0.9,828,0.938
2018-2019,Los Angeles,Los Angeles Unified,San Fernando Elementary,Elementary Schools (Public),Traditional,K,5,604,481,0.7959999999999999,524,0.868
2018-2019,Los Angeles,Los Angeles Unified,San Gabriel Avenue Elementary,Elementary Schools (Public),Traditional,K,5,589,488,0.8290000000000001,534,0.907
2018-2019,Los Angeles,Los Angeles Unified,San Jose Street Elementary,Elementary Schools (Public),Traditional,K,5,685,425,0.62,512,0.747
2018-2019,Los Angeles,Los Angeles Unified,San Pascual Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,Elementary Schools (Public),Traditional,K,6,298,196,0.6579999999999999,221,0.742
2018-2019,Los Angeles,Los Angeles Unified,San Pedro Street Elementary,Elementary Schools (Public),Traditional,K,5,680,633,0.9309999999999999,649,0.9540000000000001
2018-2019,Los Angeles,Los Angeles Unified,Martin Luther King Jr. Elementary,Elementary Schools (Public),Traditional,K,5,427,384,0.899,398,0.932
2018-2019,Los Angeles,Los Angeles Unified,Santa Monica Boulevard Community Charter,Elementary Schools (Public),Traditional,K,6,889,798,0.898,857,0.9640000000000001
